id,name,categories,longitude,latitude,display_address
-kBK8Udyll8BQxY8RPe9qw,Waiakeawaena Elementary School,"Elementary Schools, Middle Schools & High Schools",-155.068218,19.683423,"2420 Kilauea Ave, Hilo, HI 96720"
jzOQFKO7SjHGIJowOf7WaA,Anuenue's Kitchen,"Food Trucks, Hawaiian",-155.08107433746,19.7002107640964,"Hilo, HI 96720"
b3mfAWn0qDAdtHbwduWosg,Kua O Ka La Public Charter School,"Elementary Schools, Middle Schools & High Schools",-155.05403,19.67282,"345 Makalika St, Hilo, HI 96720"
ndIc1bn6woAejG-78ORpmQ,Hawaiian Paradise Park,Parks,-154.9576487568933,19.571797199639104,"15-1570 Maku'u Dr, Keaau, HI 96749"
CIdkV2H5mCXjwyikd1qEOw,McDonald's,"Fast Food, Burgers, Coffee & Tea",-155.0663614,19.6912097,"2100 Kanoelehua Ave, Hilo, HI 96720"
CuO1HcViG4b1SdKGy_s9WQ,Maona Food Truck,"Food Trucks, Burgers, Barbeque",-155.08526,19.71664,"Hilo, HI 96720"
RBGDS7uvLxZSCgp3-i0ZzA,Hawaiian Airlines Premier Club,Airport Lounges,-155.039928525399,19.7152155444586,"2450 Kekuanaoa St, Hilo, HI 96720"
78pFuoC075DZvzgt94xcNg,L&L Hawaiian Barbecue,"Barbeque, Hawaiian",-155.06513,19.69941,"315 Makaala St, Ste 106-3, Waiakea Shopping Center, Waiakea, HI 96720"
w62JTappDRc3rUSChm8Gsg,Ryan's Towing,"Towing, Recycling Center, Auto Parts & Supplies",-155.030567,19.629695,"16-376 Railroad Ave, Keaau, HI 96749"
tVKylpaR8asWGXWPPhO71A,Domino’s Pizza,"Pizza, Sandwiches, Chicken Wings",-155.063457,19.701358,"315 Makaala St, Ste 109, Hilo, HI 96720"
mdp304REO5xuxXHo3yyDOw,Hilo High School,Middle Schools & High Schools,-155.096429,19.722016,"556 Waianuenue Ave, Hilo, HI 96720"
BEedT8HFKI1dQgRL5zwU_A,Hilo Bay Hotel,Hotels,-155.063854,19.728549,"121 Banyan Dr, Hilo, HI 96720"
bAU7ODtKIMYd0hhHdATw6w,Longs Drugs,"Drugstores, Convenience Stores, Pharmacy",-154.9546139,19.5041263,"15-1454 Kahakai Blvd, Pahoa, HI 96778"
bL3Ql46d83oCWpygAABR9g,KFC,"Fast Food, Chicken Wings, Chicken Shop",-155.06387,19.6954,"111 E Puainako Rd, Hilo, HI 96720"
y9PWCON-0SfEoxTYtMT8XQ,Longs Drugs,"Drugstores, Convenience Stores, Pharmacy",-155.081,19.719,"555 Kilauea Ave, Hilo, HI 96720"
AvUIHjKv1a6IpuphDZ01Ug,Minit Stop,"Convenience Stores, Chicken Wings, Fast Food",-155.06643727319252,19.69591966896939,"26 Kekela St, Hilo, HI 96720"
Q9VLLFLjW8HZXyLRtqSyTQ,The Well - New Hope Church,"Acai Bowls, Coffee & Tea, Sandwiches",-155.10785646736622,19.669550710901056,"840 Kupulau Rd, Hilo, HI 96720"
7HROvTr9PTVIsL1_NWRLMQ,Affordable Catering & Okazuya,"Caterers, Japanese, Breakfast & Brunch",-155.06677,19.70673,"811 Laukapu St, Ste 1, Hilo, HI 96720"
s_VKFZI-tamJUpTQjVZr0w,Kaumana Drive Baptist Church,"Child Care & Day Care, Preschools, Elementary Schools",-155.1105,19.70873,"388 Kaumana Dr, Hilo, HI 96720"
_2rBthT1z5GSxhPpTo-ICw,L&L Hawaiian Barbecue,"Hawaiian, Barbeque",-155.04043,19.62203,"16-586 Old Volcano Rd, Ste 104, Keaau, HI 96749"
2ZhJ4Yv8ctwseLJVENlq8A,Executive Networking Center,Shared Office Spaces,-155.079217,19.71203,"77 Mohouli St, Ste 101, Hilo, HI 96720"
54KZwpL9fCxbA1f2yv939A,Waiakea Elementary School,Elementary Schools,-155.0746491,19.6945337,"180 W Puainako St, Hilo, HI 96720"
gEYtsWD4P-VjXskRe3NJ5Q,McDonald's,"Fast Food, Coffee & Tea, Burgers",-155.0874119,19.72321883584609,"255 Kinoole St, Hilo, HI 96720"
kIF5KDwlvcEJXsKcUucdmA,Keaau Shell Food Mart,Grocery,-155.0387299,19.6233,"16-0573 Old Volcano Rd, Keaau, HI 96749"
Pji-uluGjr6HZA5VNXf68Q,Shaka Paka,Skate Parks,-154.9961269,19.7186191,"Kapoho Coast Rd, Hilo, HI 96720"
